Unnamed: 0,Type,Name,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,ColorName_x,ColorName_y,ColorName,BreedName_x,BreedName_y,StateName_x
48,2,Long Hair Calico Girl,2,2.0,2.0,3,2,1,2,1,1,100,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"Adorable local mix Persian kitten looking for new home. She is Long Hair Calico Girl, a black, cream and brown kitten, about 2 months old now. She has fluffy hair with a straight, fluffy tail too. She has beautiful orange eyes. She has de-flea and was de-wormed on 24th December . She is a bit skinny due to lack of nutrition when we rescued her. She is feeding on kibbles plus wet food (canned fish) now. She is healthy, very active and playful. She is toilet (potty) trained & could be let go at anytime. *RM adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",fa94b21d1,5.0,1,Black,Brown,Cream,Persian,Domestic Long Hair,Selangor
979,2,Damas,1,2.0,2.0,2,2,2,2,1,1,0,41401,a32188df3a904590022aaa63a02b90a3,0,"It is Damas. It was just born last month.It is beautiful. Her mother always comes to my house asking for food. When the number of cats increases, cats are forced to fight for foods. Therefore, I would like to ask for society help before it is too late to help them. Thank you. ;)",56937e269,1.0,3,Yellow,Cream,White,Domestic Medium Hair,Domestic Medium Hair,Kuala Lumpur
419,2,Monkey,4,,,2,1,1,1,1,1,30,41326,6f40a7acfad5cc0bb3e44591ea446c05,0,"Very healthy, fat and playful kitten.",3ddfb6f66,5.0,2,Black,Yellow,,Domestic Medium Hair,Domestic Short Hair,Selangor
1168,2,Sena,12,,2.0,1,3,1,1,1,1,0,41327,a62d14c7f29c6104ca4fc074407bc831,0,"Hi, My name is Sena. I have been fostered and I am a loving, affectionate cat. But unfortunately, I do not like other cats. I need to be rehomed as my foster has two cats already. Ideally, I need to be by myself. Have you got a loving home for me with plenty of care and attention? Please email my foster, Louise for more details- I look forward to meeting you :0) Batu Ferringi area.",67b1168ba,2.0,4,Black,Golden,,British Shorthair,Scottish Fold,Pulau Pinang
613,1,"Keiko, Suki & Reiki",2,2.0,2.0,1,2,2,2,1,3,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"The three sisters are chubby, cute and adorable. Keiko and Suki are almost identical, with their white coat and khaki brown patches. Reiki is white with black spots. Keiko is the sweet and quiet one, happy to just fall asleep on your lap. Suki is more active while Reiki is the adventurer who loves to explore her surroundings. Looking for good homes. Adult size is estimated medium to big size, (check out the picture of their mother) Adopters must be willing to vaccinate and spay them. We are also looking for a home for their mom, Sai E. She is a gentle dog, about 3 years old. Don't bite or chew, street smart and knows how to poop on grass. Please give her the love she deserves.",7c9dc0791,14.0,2,Black,Brown,White,Terrier,Mixed Breed,Selangor
149,2,"Flathead, Skunk, Panda, Sunburst",0,3.0,2.0,1,2,2,2,1,4,0,41326,ef46303d82fc72ba0c6793a74aafb604,0,"To all possible adopters, I greatly apologize to inform you that all four kittens are not available for adoption anymore. However, they are very very fortunate to have been adopted all 4 together, by a nearby friend. Thank you very much.",e2257ac60,0.0,3,Black,Golden,White,Domestic Short Hair,Manx,Selangor
1310,1,Didi,1,2.0,2.0,1,2,2,2,1,1,0,41325,3550120cf55a324cad448403189d511b,0,A dog suitable for children...,799c6852c,1.0,2,Black,Yellow,White,Labrador Retriever,Mixed Breed,Kedah
861,1,Shontel's Puppies,1,3.0,2.0,2,2,2,2,1,4,250,41401,f735ce1d88358894284e1e0bfa730434,0,"My dog just gave birth to 7puppies. 3 have been adopted. I would like 2 give away the puppies to responsible person who also love dogs. The characteristics of this breed are: they are kind, quiet, smart, easily trained and loyal and they like outdoor activities. Call/rsms now to adopt ! ( attached also mother pic)",de19fca23,3.0,2,Black,Brown,Cream,Terrier,Sheep Dog,Kuala Lumpur
1033,2,Si Kental & Si Manja *Urgent*,1,3.0,1.0,1,2,2,2,1,2,0,41401,2f29e4131291f6505d0cf6949f3a8e33,0,"They can be either DSH or DMH. Not sure which one. Since they are still small. These 2 Kittens need home urgently! Mereka sangat comel. If you are interested to adopt one of them, please let me know. Do email me or call me. No sms will be entertained. *Still under treatment, they have some fleas(ligat main aci ligan *phew), little fungus and ear mite problem. Should recover(*pray) within 2-3 weeks.Kalau berminat nak adopt, kena tunggu 2-3 minggu sebab nak pulihkan mereka dulu. Pray for that people* p/s: Si ayu will be adopted by me. ;) update 8/: si kental is release for adoption again as the previous adopter tak jadi nak amik pulak..hhuhu..sadis sungguh..mari adopt kental jom! /: the only one left is Kental..anyone? kental ni kucing yg bijak taw..manja pulak..please consider in adopting black cat macam kental ni..;) /: Kental is no longer on adoption..he is staying in my house with Ayu..and finally, i've made up my mind..i want to keep kental as my pet..i just love him..thanks for anyone who is interested with him..i am sorry..",a89005005,11.0,2,Black,Brown,White,Domestic Short Hair,Domestic Medium Hair,Kuala Lumpur
115,2,Ha Neul's Litter,0,3.0,3.0,2,2,2,2,1,6,50,41326,23e54862081be8893f32f88cfb2f4bad,0,These kittens were born after the mother accidentally mate with other cats when she was brought back to kampung for Hari Raya. They [mixed with Domestic Long Hair(mother) + Domestic Short Hair (Father)] are for adoption after they managed to 'putus susu' with the mother. Rm50 adoption fee for each kitten for interested adopters. Reason to let go: my house is already full of cats. i cant afford too many cats. 3 cats have been reserved so there's only three left. reservation made by: En. Zaim: 2 kittens (black & white) En. Zul : White -------------------------------------------- the three kitten's left are: mixed black/golden/white,8d08f7b70,4.0,2,Black,Golden,White,Domestic Long Hair,Domestic Short Hair,Selangor
411,2,3 Kittens 6 Weeks Old,2,3.0,2.0,1,2,2,2,1,3,0,41326,efa9a4be1e2e903503540f01db1766f3,0,"3 kittens 6 weeks old for adoption in Taman Perling Johor Bahru. A tuxedo, a black and a tortie. They are in good health Interested adopters can whatapp me to arrange collection.",71eb4e3d5,3.0,4,Black,Yellow,White,Domestic Short Hair,Domestic Short Hair,Selangor
452,1,Brave Girl,1,2.0,2.0,1,2,2,2,1,1,0,41326,8bac0384da6a4552cb8ab47c1d530fa7,0,"She is white with a mixture of black spots and light brown. She may be under nourish but she is recovering now and able to eat properly, very shy at first but easy to warm up to any starnger",9c17624f8,1.0,4,Black,Yellow,White,Mixed Breed,Mixed Breed,Selangor
416,2,Tinkle,11,2.0,2.0,1,1,1,1,1,1,0,41326,13733222f015ec6a0017c3c0527738ff,0,"有人要领养猫咪吗？ 大概6,7个月，母猫，已结扎，打了第一支预防针，一星期后要原放了。每一次要原放猫咪心情都七上八下的，很不忍心，无奈！唉！希望有缘人可以给孩子一个🏠。 蒲种区........",4f735cd71,5.0,4,Black,Yellow,White,,,Selangor
1292,1,Bebe,1,2.0,2.0,2,1,1,2,1,1,0,41330,b12f81f5c1ce63be87c9ad3053c02ed5,0,"Healthy. Friendly. Playful. Will not make much noise. Not spayed. However, I am willing to pay for it if she is adopted.",25c681109,5.0,2,Black,Brown,White,Mixed Breed,Mixed Breed,Perak
778,2,Shadow,4,,2.0,1,2,1,2,1,1,0,41326,b75f999a5da335c6f8159839f1f41839,0,"Free adoption... very active and manja gal, very good behavior Age: 5 to 6 months Gender: Female Color: Tortoiseshell Area: Damansara Perdana Food: Orijen & Acana and home made wet food Please Whatsapp TQ",5d8622f3c,1.0,3,Black,Brown,,Domestic Short Hair,Tortoiseshell,Selangor
721,1,Bunny,3,2.0,2.0,1,2,2,2,1,1,0,41326,74a7da3c110f1c9f14293cac5fe20289,0,Looking for kindhearted person to take in a sweet angelic puppy. She is very cuddly and manja. she is now staying with me around Kota damansara area. please contact me at zoey. if you are interested.,f9a3f579a,4.0,4,Black,Brown,Yellow,Mixed Breed,Dachshund,Selangor
3,2,Money,1,2.0,1.0,1,3,3,3,1,1,0,41326,5201c3e05aa6ff174b006c070e9a06b5,0,Please adopt this cute little kitten... I eanted to keep her.. But i cant becase i have a dog in my house,19982272a,4.0,4,Brown,Golden,Cream,Domestic Short Hair,Domestic Medium Hair,Selangor
1090,2,Tabatha,4,2.0,2.0,1,2,1,2,1,1,0,41401,13b3c0d8590208d6e60e7118bc3b98d1,0,"Tabatha was rescued along with 7 other kittens after someone rounded them up and threw them away in a box by the roadside. They were rescued by a jogger and other passersby and are now in the care of a few fosterers. Tabatha was seriously ill but has fully recovered. She's a survivor. She has a beautiful calico coat, long elegant tail, and big, green eyes. Tabatha is an inquisitive and intelligent kitten. Her curious nature makes her a mischievous tyke. She likes to follow people around and get involved with whatever they are doing. She loves playing with other cats and even cautiously hangs out with dogs. She is always running around, playing with toys and entertaining herself. She is quite vocal and very affectionate. Tabatha loves company and she would be terrific in a home with other cats or kittens and people who have time to spend with her. Adoption Procedure: - We'll have a chat and see if you and Tabatha are suitable for each other. - Successful adopter will then have to meet us at my vet in order to get the little tyke vaccinated. Then your new family member is yours to take home and love forever. - Cost of vaccinations and neutering to be borne by adopter. I am an independent rescuer/fosterer. My funds are extremely limited. - I do appreciate photos after a successful adoption! Vaccinations and neutering/spaying at 6 months of age are compulsory for adoption. There are already too many stray homeless animals starving and suffering in the streets.. Please don't breed. When you want more pets, you can always ADOPT from a shelter. No cage confinement please, except in incidences of illness or injury. Tabatha is very sociable, playful, fun-loving, and energetic. Confining her in a small space would make her very unhappy. Interested parties may text or email me. A brief introduction of yourself and your experience with cats is greatly appreciated.",63d254530,22.0,3,Black,Brown,White,Domestic Short Hair,Calico,Kuala Lumpur
912,2,Charming Expresso And Kitties,15,3.0,2.0,1,1,1,2,1,3,0,41401,f28060525887e6f9e1f6489e08b61f49,0,"Expresso is charming and friendly cat. She gave birth to 2 cute kittens while she was in my care. Looking for their forever home and loving family. Kittens are 2 weeks old with pretty marks. They cant be separated. Must adopt the whole family of 3. Expresso is very independant and caring mom, made it very easy to take care of them. Genuine adopter, I can deliver / meet somewhere in KL / Klang Valley",4012be917,2.0,2,Black,Gray,White,,,Kuala Lumpur
716,2,Pinky Nose,3,2.0,2.0,3,2,2,2,1,1,0,41326,8480853f516546f6cf33aa88cd76c379,0,Pinky is a 3+ month old ball of cuteness. She is energetic and playful. I rescued a couple of cats a few months ago but could not get them neutered in time as the clinic was fully scheduled. The result was this little kitty. I do not have enough space and funds to care for more cats in my household. Looking for responsible people to take over Pinky's care.,a113449ce,1.0,2,Black,Brown,Yellow,Maine Coon,Tortoiseshell,Selangor
639,1,Amber C,12,2.0,2.0,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Amber is a gorgeous tricolor border collie cross with a personality to match. She is happy-go-lucky, very well behaved and an excellent watchdog. Enjoys her daily walks and will add sunshine to your house. She knows basic commands such as come, sit and go inside to her cage. No tying up or caging unless necessary for short periods. for long hours. Her owner has to move to a condo and can't take her along. Please give her a good home",751412a89,8.0,4,Black,Brown,White,Border Collie,Mixed Breed,Selangor
141,1,Little Yelpers,2,3.0,2.0,3,1,1,2,1,7,0,41326,e62135526c27156b8479420aad166317,0,"~ PLEASE CLICK ON OUR PHOTOS FOR A CLEARER VIEW ~ ___________________________________________________ ♦ Introducing the Little Yelpers! ♦ Born on 24th September, : Now 8 weeks old, already fully on solid food (kibbles). Started potty training. They're free from fleas and other parasites (already given Frontline spray) and have received their first de-worming. Puppies' gender: MALES: Rusky, Rocky, Dasher, Whiskey, Barkly. FEMALES: Raven, Jasmine, Candy. ________________________________________________ >>> PLEASE READ >>> • Puppies, once adopted, must NOT be caged. Leashing should only be for temporary needs. • An adoption fee for their neutering (COMPULSORY) + vaccinations (first shots done) will apply, please inquire. Please feel free to call, or drop me an email, if you feel that you may be just the right person to take one of these darlings home! Thank you! :)",b0dec8779,21.0,3,Black,Golden,White,Spitz,Mixed Breed,Selangor
1075,1,2 Lucky Puppies,1,2.0,2.0,1,1,1,2,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"These 2 puppies are indeed lucky. They and their 3 other now deceased siblings were notified to us by a NST reporter covering a story in a demolished housing area in Jinjang. This litter of pups & their mum were abandoned when their owner moved out. Not only were they hungry & thirsty; they were covered with red ants all over their tiny bodies.One pup was dead by the time our Photographer cum volunteer arrived. FeiLing quickly brought the remaining 4 straight to one of our supporting veterinary clinics.Inspite of their pain,their hunger took over.Even the weakest ate but it died within hours. The third died the next morning. These two are indeed the lucky ones. We hope you could complete their salvation by giving them a home.They have strengthened and eat like tiny foals;forever playful and are most happy when showered with love. Infact, from their looks & behaviour, I would describe them as Malaysian Jack Russell.",59d42b6bb,9.0,3,Black,Brown,White,Jack Russell Terrier,Mixed Breed,Kuala Lumpur
404,2,â¥Sweet Crackersâ¥ URGENT ADOPTION!,2,2.0,,2,1,1,2,1,1,50,41326,89e38f1dc3b54154d9f976e67012ecc6,0,"Crackers is found at the street and lots of car are around that area.Sweet Cracker is only around 2 mths old. She will be a good pet for you if you are willing to love her and care for her. Please do not use her for breeding purpose. I strongly ask you to spayed it once it is old enough. Please be a responsible pet owner. If you have any question regarding the kitten, you may pm me. This kitten currently is being treated for it's eyes but is healthy. My friend is currently boarding her at the vet. Adoption condition: 1) Tell me your experience on handling cat. 2)Spay it when it reach 4-6 mths. 3) Love her unconditionally. 4) If cannot take care of it anymore due to some reason, please return it back. But no such reason eg: She is already old. Hard to care for it. 5)Give updates whenever you have time. Anyone who is interested please do PM or email me a msg.Thank you for viewing :)",5c716a537,2.0,1,Brown,Yellow,,Calico,Domestic Medium Hair,Selangor
800,2,,1,3.0,3.0,3,1,1,2,1,3,300,41326,6577d3957b88e3ce6300ade297dc3976,0,M looking for a loving parents for them. Adoption fee is negotiable.,79314275c,1.0,1,Black,Brown,Golden,Maine Coon,Persian,Selangor
1105,2,Smudge,2,2.0,1.0,1,2,2,2,1,1,0,41401,5fd8ffa53753daaac1a3adedfb199be9,0,"Very healthy, playful and sometime shy kitten. She a precious. One of 4 kittens that I am giving away for adoption. Check out her siblings (Maru, Ackie & Bwee) in my account. Please contact me at for adoption. Urgent adoption.",34221a4f8,4.0,1,Black,Brown,Yellow,Tortoiseshell,Tuxedo,Kuala Lumpur
314,1,,5,3.0,1.0,1,2,2,2,1,4,0,41326,c4a68a690110d668e7c6fff0d2084343,0,"Found 4-5 active, healthy pups available for adoption at SS2's morning market (near Nando's). Caretaker (not me) has too many puppies on hand and needs someone to take them in. She can be found at her market stall on weekdays from 7am to 12pm. Do PM me if you need more information on the location of the caretaker.",a6e25e889,5.0,4,Brown,Cream,White,Mixed Breed,Mixed Breed,Selangor
1028,2,Prosperity Kitty (PK),2,2.0,2.0,2,1,1,2,1,1,10,41401,e046c5fbbbca0cea42b391a56c1be33e,0,"Prosperity Kitty is my name, being super cute is my game! I was rescued when a kind human noticed my frightened little self attempting to cross the road. I am very healthy thankfully and looking for a loving home. This darling of a kitten is vaccinated and ready for your love! Please open your heart and home to experience friendship and companionship. Upon adoption, we will be happy to cover any spaying costs once kitty is old enough. Your kindness is most appreciated and we are sure, she will bring joy, happiness, luck and prosperity to anyone who opens their heart to her!!",e4eb08c79,3.0,4,Black,Brown,White,Domestic Medium Hair,Domestic Long Hair,Kuala Lumpur
1353,1,9 Puppies For Adoption!,1,3.0,2.0,2,2,2,2,1,9,100,41335,80ecb2b31b27d310c829d09e1570cef9,0,"I have two litters of puppies for adoption.. Their breed include american pit bull,rottwiler,finnish spitz and lapponian herder.. AMERICAN PIT BULL TERRIER CROSS ROTTWILER PUPPY FOR SALE! Mom pitbull/Dad rottwiler(Both extremely tame) Born /14 Still available for sale 4 males and 1 female. Shows extreme strength just days after born. Shows signs of high alertness(perfect watch dog) Started barking and howling at 9 days old! Started walking and open eyes at 10 days! Started playing and fighting at 15 days. Started solid food at 25 days. Numbering as in the pictures.. (SOLD)1)Color mohogany,male,american pit bull terrier body type and hair,medium sized head with bull dog characteristics. (SOLD)2)Color rottwiler,male,pit bull body type(large)and hair,big sized head with bull dog characteristics. (SOLD)3)Color rottwiler,male,pit bull body type(large)and slightly longer hair,big sized head with bull dog characteristics. (SOLD)4)Color white,male,american pit bull terrier body type and more fluffy hair,small sized head. (SOLD)5)Color white,female,american pit bull terrier body type and hair,small sized head. FINNISH SPITZ CROSS LAPPONIAN HERDER PUPPY FOR SALE! Mom finnish spitz/Dad lapponian herder. Born /14 Still available for sale 3 females and 1 male. Likes to be around people. Shows extreme intelligence. Shows signs of high alertness(perfect watch dog) Started barking and howling at 10 days old! Started walking and open eyes at 12 days! Started playing and fighting at 17 days. Started solid food at 25 days. (AVAILABLE)1)% lapponian herder,female. (SOLD)2)Color finnish spitz(lighter tone),female,very active and likes to glue to people! (SOLD)3)Color finnish spitz(fluffy hair),female. (BOOKED)4)Color finnish spitz,male. Transportation can be provided for outstation buyers but charges will apply. For more info or inquiries pls feel free to contact me..",45d2ddcb8,5.0,2,Black,Brown,White,Pit Bull Terrier,Finnish Spitz,Pahang
414,2,Baby Kittens,1,3.0,2.0,1,2,2,3,1,3,0,41326,ba2ed53835f071deb31da82a384654ce,0,"Kittens age approx 2 weeks. Found them nearby the post box of Block E, Arena Green Apartment, Bukit Jalil, Kuala Lumpur. Mother cat is not seen nearby.",3d889fe46,2.0,3,Black,Yellow,White,Domestic Short Hair,Domestic Short Hair,Selangor
911,2,Lil Miss Stevie And Her 2 Babies,1,2.0,2.0,1,3,3,2,1,3,0,41401,3e67677450cdcb34c08b345ccc6889ff,0,"Lil Miss Stevie is a young mum to 2 beautiful kitties who are only a month old. Both kittens are female, one is a spitting image of her mum with a black and white coat and the other is of white and grey (she has a perfect circle of grey on her back!). We found them hiding in a bush outside of our condo and are looking to find them a loving home. We would love to keep them ourselves as Stevie is so affectionate but unfortunately she is not too fond of our puppy. Please contact me if you would like to adopt this cute furry family of 3 girls.",7a7f8a828,3.0,1,Black,Gray,White,American Shorthair,Oriental Short Hair,Kuala Lumpur
1305,2,Fervi & Auri,2,1.0,1.0,2,2,2,2,1,2,0,41361,f8e92d3cbfdd0a78240837097dc6862c,0,-umur 2bln -poo pee dlm pasir -pndai mkn dryfood/wetfood -male SELF PICKUP ONLY,0bd394ec8,2.0,4,Yellow,Cream,,,Domestic Medium Hair,Terengganu
903,2,1 + 5 Kiddos,1,3.0,2.0,1,2,2,2,1,6,0,41401,7091be70f326f689ed54c73c12204c78,0,"There are 6 cats for adoption ( 5 kittens + 1 mother cat). They are all siblings and very attached to each other. They are well behaved, playful, easy to manage and super cute! Adopters for all the cats are urgently required. Please contact Hasina for further inquiries IMPORTANT: Preferably adopted with the mother or with other of its siblings.",ff065ec7b,11.0,3,Black,Gray,White,Siamese,Domestic Short Hair,Kuala Lumpur
670,1,Ellen,2,2.0,2.0,1,2,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,She has nice dark eyeliner & pretty coat. She is playful & loves attention. She is extremely alert & obedient. A wonderful companion to have. All she needs is a loving home. no tying up / caging please. Adopters must be willing to vaccinate & spay her. everydoghasitsday09.blogspot.com,4e9a13862,1.0,2,Black,Brown,White,,,Selangor
1123,2,"Kontot,Manis,Dara,Hensem",4,3.0,1.0,1,1,1,2,1,4,0,41401,756ea42ad3c5d37e0f449cfd69ede6c3,0,Saya jumpa anak kucing dan ibunya di kedai buku.Semuanya sihatTetapi ibu dan dan anak agak liar sedikit dan takut dgn bunyi yg kuat dan takut dgn orang kadang2..so kena takle softly..Tujuan saya ambil anak dia supaya dapat tempat tinggal yg lebih baik untuk sementara iaitu ditempat kerja saya...dan saya telah pun mandulkan ibunya demi kebaikan...sekarang anak2 kucing masih ditempat kerja saya...tetapi tidak sesuai untuk tinggal jangkamasa lama...so harap dapat adopter secepat yg mungkin,13e0627dc,4.0,4,Brown,Yellow,Gray,Domestic Short Hair,Domestic Short Hair,Kuala Lumpur
1049,1,~6 Snow Baby~,1,3.0,2.0,2,3,3,3,1,6,0,41401,b53861ec2c7cf77f8a8008dd9cb98ebf,0,"My friends dogs was gave birth about 1 month ago,the pup mother is a labrador retriver mixed!We are not sure which type of the dogs are the papa,so we find the dog breed that looks like them.There was 6 pups been gave birth at march 4...",e98e609ac,7.0,2,Black,Brown,White,,,Kuala Lumpur
651,1,Donny,2,1.0,2.0,1,2,2,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"This pair of siblings are chubby and sweet. Marie is black and tan, while Donny is black and white with a panda face. They are happy pups. Donny is a feisty, playful pup. Very smart and charming but you must have TIME to train him. Not for busy folks. He loves to play with older dogs. Vaccination and neutering are COMPULSORY. No tying up or caging for long hours. Only for people who have time to nurture a pup.",75642f3e5,7.0,3,Black,Brown,White,Mixed Breed,Terrier,Selangor
232,2,"Maui With 3, 2-month-old Kittens",24,3.0,1.0,2,2,1,2,1,4,0,41326,69d6dc437a9d8ef5a2a6b3db01831b1f,0,"Mother and 3 very small kittens. Named Maui and Kona, Hilo, Hana.",d2330704c,3.0,3,Black,Gray,White,Oriental Tabby,Siamese,Selangor
250,1,Wynn,72,1.0,,3,1,1,1,1,1,200,41326,37c122a1f15a45ae8ea56b0872fd6419,0,"Wynn the Silky Tzu wandered into Ms. Lee's house on Christmas. He looked like he had not been groomed for months. Ms. Lee searched high and low for the owner but no one seemed to know about Wynn. Wynn is gentle, playful, and affectionate. He was passed to us to foster. He weighs 5.2kg (and now he weighs 5.8kg as of January 20). The vets said he's generally in good health. Tested for heartworm and results show negative. He's now on heartworm & tick prevention. We have just sent him for grooming and neutering. We charge an adoption fee of RM to cover for part of the vet fee + grooming charges. If you would like to adopt Wynn, please send us a message: describing the environment you are willing to provide him with and your experience with dogs. Please note that we strongly suggest 1-month trial where we will drop by to visit to see if Wynn is a good fit for your family. If it does not work out, Wynn must be returned to us. Please note that if you do not describe the environment you are willing to provide him with, we will not reply your email.",a8c19a325,9.0,2,Black,Gray,,Shih Tzu,Silky Terrier,Selangor
275,2,Monkies,2,3.0,3.0,2,2,1,3,1,5,30,41326,6f40a7acfad5cc0bb3e44591ea446c05,0,"Mix breed, good temperament kittens. Love humans. Very friendly.",d981b6395,5.0,3,Cream,Gray,White,Domestic Medium Hair,Domestic Short Hair,Selangor
484,2,,24,,2.0,1,3,3,3,2,5,0,41326,7a1a2074370b61db1756de90bece73bf,0,Mum and four kittens. Adopted from IntanShahar info.,0c0214da4,1.0,0,Black,Brown,,,,Selangor
